tweet_id,timestamp,name,year,month,day,retweet_count,dog_stage,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,jpg_url,source,text,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count
666407126856765440,2015-11-17 00:06:54+00:00,,2015,11,Tuesday,44,NONE,,https://twitter.com/dog_rates/status/666407126856765440/photo/1,7,10,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,1,black-and-tan_coonhound,0.529139,True,bloodhound,0.24422,True,flat-coated_retriever,0.17381,True,113
666411507551481857,2015-11-17 00:24:19+00:00,,2015,11,Tuesday,339,NONE,,https://twitter.com/dog_rates/status/666411507551481857/photo/1,2,10,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,1,coho,0.40464,False,barracouta,0.271485,False,gar,0.189945,False,459
666418789513326592,2015-11-17 00:53:15+00:00,walter,2015,11,Tuesday,48,NONE,,https://twitter.com/dog_rates/status/666418789513326592/photo/1,10,10,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,1,toy_terrier,0.14968,True,papillon,0.148258,True,Chihuahua,0.14286,True,129
666421158376562688,2015-11-17 01:02:40+00:00,nan,2015,11,Tuesday,118,NONE,,https://twitter.com/dog_rates/status/666421158376562688/photo/1,12,10,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,1,Blenheim_spaniel,0.906777,True,cocker_spaniel,0.0903464,True,Shih-Tzu,0.00111687,True,327
666428276349472768,2015-11-17 01:30:57+00:00,nan,2015,11,Tuesday,90,NONE,,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7,10,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,1,Pembroke,0.371361,True,chow,0.249394,True,Pomeranian,0.241878,True,171
666430724426358785,2015-11-17 01:40:41+00:00,nan,2015,11,Tuesday,204,NONE,,https://twitter.com/dog_rates/status/666430724426358785/photo/1,6,10,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,1,llama,0.505184,False,Irish_terrier,0.104109,True,dingo,0.0620712,False,330
666435652385423360,2015-11-17 02:00:15+00:00,nan,2015,11,Tuesday,54,NONE,,https://twitter.com/dog_rates/status/666435652385423360/photo/1,10,10,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",1,Chesapeake_Bay_retriever,0.18413,True,chain_saw,0.0567753,False,power_drill,0.0367634,False,170
666437273139982337,2015-11-17 02:06:42+00:00,nan,2015,11,Tuesday,52,NONE,,https://twitter.com/dog_rates/status/666437273139982337/photo/1,7,10,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,1,Chihuahua,0.6718529999999999,True,beagle,0.12468,True,Saluki,0.0440941999999999,True,131
666447344410484738,2015-11-17 02:46:43+00:00,scout,2015,11,Tuesday,23,NONE,,https://twitter.com/dog_rates/status/666447344410484738/photo/1,9,10,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,1,curly-coated_retriever,0.322084,True,giant_schnauzer,0.287955,True,Labrador_retriever,0.166331,True,107
666454714377183233,2015-11-17 03:16:00+00:00,kreggory,2015,11,Tuesday,223,NONE,,https://twitter.com/dog_rates/status/666454714377183233/photo/1,10,10,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,1,dalmatian,0.278954,True,Labrador_retriever,0.237612,True,Great_Pyrenees,0.171106,True,545
666644823164719104,2015-11-17 15:51:26+00:00,jimothy,2015,11,Tuesday,88,NONE,,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9,10,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,1,Ibizan_hound,0.0443334,True,Pembroke,0.0432093,True,West_Highland_white_terrier,0.0389056,True,238
666649482315059201,2015-11-17 16:09:56+00:00,nan,2015,11,Tuesday,608,NONE,,https://twitter.com/dog_rates/status/666649482315059201/photo/1,4,10,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,1,Border_collie,0.4478029999999999,True,English_springer,0.170497,True,collie,0.139206,True,923
666691418707132416,2015-11-17 18:56:35+00:00,christoper,2015,11,Tuesday,51,NONE,,https://twitter.com/dog_rates/status/666691418707132416/photo/1,8,10,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,1,German_shepherd,0.975401,True,beagle,0.00868727,True,bloodhound,0.00539404,True,196
666701168228331520,2015-11-17 19:35:19+00:00,,2015,11,Tuesday,234,NONE,,https://twitter.com/dog_rates/status/666701168228331520/photo/1,8,10,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,1,Labrador_retriever,0.887707,True,Chihuahua,0.029307,True,French_bulldog,0.0207563,True,449
666739327293083650,2015-11-17 22:06:57+00:00,lugan,2015,11,Tuesday,71,NONE,,https://twitter.com/dog_rates/status/666739327293083650/photo/1,10,10,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,1,miniature_poodle,0.546933,True,cocker_spaniel,0.1652549999999999,True,toy_poodle,0.0959589,True,244
666776908487630848,2015-11-18 00:36:17+00:00,josep,2015,11,Wednesday,186,NONE,,https://twitter.com/dog_rates/status/666776908487630848/photo/1,5,10,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,1,seat_belt,0.375057,False,miniature_pinscher,0.167175,True,Chihuahua,0.0869506,True,368
666781792255496192,2015-11-18 00:55:42+00:00,,2015,11,Wednesday,211,NONE,,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10,10,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,1,Italian_greyhound,0.618316,True,Weimaraner,0.151363,True,vizsla,0.0859891,True,404
666786068205871104,2015-11-18 01:12:41+00:00,nan,2015,11,Wednesday,521,NONE,,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2,10,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,1,snail,0.999888,False,slug,5.51417e-05,False,acorn,2.6258e-05,False,800
666804364988780544,2015-11-18 02:25:23+00:00,jockson,2015,11,Wednesday,95,NONE,,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8,10,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,1,English_setter,0.328792,True,Brittany_spaniel,0.283545,True,Ibizan_hound,0.0574615,True,250
666817836334096384,2015-11-18 03:18:55+00:00,jeph,2015,11,Wednesday,267,NONE,,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9,10,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,1,miniature_schnauzer,0.496953,True,standard_schnauzer,0.285276,True,giant_schnauzer,0.0737636999999999,True,540
666826780179869698,2015-11-18 03:54:28+00:00,nan,2015,11,Wednesday,105,NONE,,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12,10,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 simply brilliant pup https://t.co/V6ZzG45zzG,1,Maltese_dog,0.359383,True,teddy,0.148759,False,West_Highland_white_terrier,0.1060069999999999,True,266
666835007768551424,2015-11-18 04:27:09+00:00,nan,2015,11,Wednesday,83,NONE,,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10,10,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,1,Airedale,0.448459,True,toy_poodle,0.12403,True,teddy,0.1101829999999999,False,222
666837028449972224,2015-11-18 04:35:11+00:00,nan,2015,11,Wednesday,584,NONE,,https://twitter.com/dog_rates/status/666837028449972224/photo/1,3,10,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,1,triceratops,0.442113,False,armadillo,0.114071,False,common_iguana,0.0432553,False,857
666983947667116034,2015-11-18 14:18:59+00:00,,2015,11,Wednesday,1040,NONE,,https://twitter.com/dog_rates/status/666983947667116034/photo/1,11,10,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,1,swab,0.589446,False,chain_saw,0.190142,False,wig,0.0345097,False,2679
